?cls	?xref
<http://purl.obolibrary.org/obo/ENVO_01000005>	"EcoLexicon:upwell"
<http://purl.obolibrary.org/obo/PO_0000003>	"FNA:ba1b1bd5-75bd-4195-b11c-3aba08da08c2"
<http://purl.obolibrary.org/obo/PO_0000003>	"PO_GIT:69"
<http://purl.obolibrary.org/obo/PO_0000003>	"FNA:ec8c2064-2a67-43d7-8e14-aecfef5cf33b"
<http://purl.obolibrary.org/obo/PO_0000003>	"FNA:e4dde193-57f7-4ab9-9d25-96b4ca0088ba"
<http://purl.obolibrary.org/obo/PO_0000003>	"FNA:4b610104-1bb0-4c6b-9bb9-e3cc61d11ac0"
<http://purl.obolibrary.org/obo/PO_0000003>	"FNA:c1ccca7d-2a98-4a9d-8603-c34b551935e0"
<http://purl.obolibrary.org/obo/PO_0000003>	"PO_GIT:538"
<http://purl.obolibrary.org/obo/PO_0000003>	"FNA:f8f31520-e4bc-4430-9274-8dd3cee7ffd8"
<http://purl.obolibrary.org/obo/PO_0000003>	"FNA:99508f62-7116-4e2b-90c0-19ff55ebd967"
<http://purl.obolibrary.org/obo/ENVO_01000667>	"SWEETRealm:Fissure"
<http://purl.obolibrary.org/obo/ENVO_00000299>	"FTT:837"
<http://purl.obolibrary.org/obo/ENVO_00000299>	"TGN:21147"
<http://purl.obolibrary.org/obo/ENVO_00000299>	"SWEETRealm:IceField"
<http://purl.obolibrary.org/obo/ENVO_00000299>	"FTT:835"
<http://purl.obolibrary.org/obo/ENVO_00000299>	"FTT:836"
<http://purl.obolibrary.org/obo/ENVO_00000299>	"FTT:839"
<http://purl.obolibrary.org/obo/ENVO_00000299>	"FTT:841"
<http://purl.obolibrary.org/obo/ENVO_00000299>	"FTT:840"
<http://purl.obolibrary.org/obo/ENVO_00000299>	"FTT:842"
<http://purl.obolibrary.org/obo/ENVO_00000299>	"FTT:758"
<http://purl.obolibrary.org/obo/ENVO_00000299>	"FTT:838"
<http://purl.obolibrary.org/obo/PO_0009005>	"FNA:bf0ce902-e91c-401a-92a8-26b20142ce5f"
<http://purl.obolibrary.org/obo/PO_0009005>	"PO_GIT:578"
<http://purl.obolibrary.org/obo/ENVO_00000028>	"https://en.wikipedia.org/wiki/Sand_pit"
<http://purl.obolibrary.org/obo/ENVO_00000428>	"LTER:809"
<http://purl.obolibrary.org/obo/ENVO_00000428>	"EcoLexicon:biome"
<http://purl.obolibrary.org/obo/ENVO_00000012>	"FTT:131"
<http://purl.obolibrary.org/obo/ENVO_00000012>	"FTT:828"
<http://purl.obolibrary.org/obo/ENVO_00000012>	"FTT:826"
<http://purl.obolibrary.org/obo/ENVO_00000012>	"FTT:711"
<http://purl.obolibrary.org/obo/ENVO_00000012>	"FTT:824"
<http://purl.obolibrary.org/obo/ENVO_00000012>	"FTT:761"
<http://purl.obolibrary.org/obo/ENVO_00000012>	"FTT:829"
<http://purl.obolibrary.org/obo/ENVO_00000012>	"Geonames:H.OVF"
<http://purl.obolibrary.org/obo/ENVO_00000012>	"FTT:280"
<http://purl.obolibrary.org/obo/ENVO_00000012>	"FTT:827"
<http://purl.obolibrary.org/obo/ENVO_00000012>	"FTT:825"
<http://purl.obolibrary.org/obo/PO_0009012>	"TAIR:0000205"
<http://purl.obolibrary.org/obo/PO_0009012>	"PO_GIT:185"
<http://purl.obolibrary.org/obo/GO_0008150>	"Wikipedia:Biological_process"
<http://purl.obolibrary.org/obo/ENVO_00000134>	<http://sweetontology.net/realmSoil/Permafrost>
<http://purl.obolibrary.org/obo/ENVO_00000134>	"LTER:408"
<http://purl.obolibrary.org/obo/ENVO_00000134>	"https://en.wikipedia.org/wiki/Permafrost"
<http://purl.obolibrary.org/obo/ENVO_01000340>	"LTER:26"
<http://purl.obolibrary.org/obo/ENVO_01001191>	"SWEETRealm:SurfaceWater"
<http://purl.obolibrary.org/obo/ENVO_01001191>	"EcoLexicon:surface_water"
<http://purl.obolibrary.org/obo/ENVO_01001191>	"https://en.wikipedia.org/wiki/Surface_water"
<http://purl.obolibrary.org/obo/ENVO_01000869>	"NLCD:52"
<http://purl.obolibrary.org/obo/ENVO_00000501>	"EcoLexicon:bed"
<http://purl.obolibrary.org/obo/ENVO_00000501>	"FTT:804"
<http://purl.obolibrary.org/obo/ENVO_00000501>	"SWEETRealm:Bottom"
<http://purl.obolibrary.org/obo/ENVO_00000501>	"https://en.wikipedia.org/wiki/Stream_bed"
<http://purl.obolibrary.org/obo/ENVO_01000017>	"EcoLexicon:sand"
<http://purl.obolibrary.org/obo/ENVO_01000017>	"SWEETRealm:Sand"
<http://purl.obolibrary.org/obo/ENVO_01000017>	"LTER:484"
<http://purl.obolibrary.org/obo/ENVO_01000017>	"https://en.wikipedia.org/wiki/Sand"
<http://purl.obolibrary.org/obo/ENVO_00002008>	"EcoLexicon:dust"
<http://purl.obolibrary.org/obo/ENVO_00002008>	"SWEETRealm:Dust"
<http://purl.obolibrary.org/obo/ENVO_00002008>	"https://en.wikipedia.org/wiki/Dust"
<http://purl.obolibrary.org/obo/CHEBI_30212>	"KEGG:C00205"
<http://purl.obolibrary.org/obo/ENVO_00000339>	"TGN:21444"
<http://purl.obolibrary.org/obo/ENVO_00000339>	"FTT:1010"
<http://purl.obolibrary.org/obo/ENVO_00000339>	"Geonames:T.RKS"
<http://purl.obolibrary.org/obo/ENVO_00000339>	"FTT:145"
<http://purl.obolibrary.org/obo/ENVO_00000339>	"Geonames:T.RK"
<http://purl.obolibrary.org/obo/ENVO_00000003>	"FTT:631"
<http://purl.obolibrary.org/obo/ENVO_00000003>	"FTT:625"
<http://purl.obolibrary.org/obo/ENVO_00001998>	"SWEETRealm:Soil"
<http://purl.obolibrary.org/obo/ENVO_00001998>	"SPIRE:Soil"
<http://purl.obolibrary.org/obo/ENVO_00001998>	"https://en.wikipedia.org/wiki/Soil"
<http://purl.obolibrary.org/obo/ENVO_00001998>	"LTER:535"
<http://purl.obolibrary.org/obo/NCBITaxon_131567>	"GC_ID:1"
<http://purl.obolibrary.org/obo/ENVO_01001242>	"SWEETRealm:Canopy"
<http://purl.obolibrary.org/obo/ENVO_01001242>	"LTER:82"
<http://purl.obolibrary.org/obo/ENVO_01001242>	"EcoLexicon:canopy"
<http://purl.obolibrary.org/obo/ENVO_02000093>	<https://en.wikipedia.org/wiki/Uranium_mining>
<http://purl.obolibrary.org/obo/ENVO_00000447>	"SPIRE:Marine"
<http://purl.obolibrary.org/obo/ENVO_00000128>	"https://en.wikipedia.org/wiki/Dry_valley"
<http://purl.obolibrary.org/obo/ENVO_00000010>	"FTT:83"
<http://purl.obolibrary.org/obo/PO_0006210>	"PO_GIT:125"
<http://purl.obolibrary.org/obo/ENVO_01001619>	"http://sweetontology.net/phenCryo/Accumulation"
<http://purl.obolibrary.org/obo/CHEBI_138675>	"Wikipedia:https://en.wikipedia.org/wiki/Gas"
<http://purl.obolibrary.org/obo/CHEBI_51143>	"KEGG:C06061"
<http://purl.obolibrary.org/obo/PO_0025496>	"PO_GIT:480"
<http://purl.obolibrary.org/obo/ENVO_01000155>	"EcoLexicon:organic_material"
<http://purl.obolibrary.org/obo/ENVO_00000284>	"TGN:54217"
<http://purl.obolibrary.org/obo/ENVO_00000284>	"https://en.wikipedia.org/wiki/Quarry"
<http://purl.obolibrary.org/obo/ENVO_00000284>	"FTT:974"
<http://purl.obolibrary.org/obo/ENVO_00000284>	"Geonames:S.MNQR"
<http://purl.obolibrary.org/obo/ENVO_00000284>	"FTT:14"
<http://purl.obolibrary.org/obo/ENVO_00000284>	"EcoLexicon:quarry"
<http://purl.obolibrary.org/obo/ENVO_00000191>	"EcoLexicon:landforms"
<http://purl.obolibrary.org/obo/ENVO_00000191>	"FTT:96"
<http://purl.obolibrary.org/obo/ENVO_00000191>	"TGN:21401"
<http://purl.obolibrary.org/obo/ENVO_00000191>	"SWEETRealm:Landform"
<http://purl.obolibrary.org/obo/ENVO_00000191>	"EcoLexicon:landform"
<http://purl.obolibrary.org/obo/ENVO_00000191>	"TGN:21400"
<http://purl.obolibrary.org/obo/ENVO_00000191>	"FTT:754"
<http://purl.obolibrary.org/obo/PO_0005029>	"PO_GIT:467"
<http://purl.obolibrary.org/obo/ENVO_00000019>	"FTT:907"
<http://purl.obolibrary.org/obo/ENVO_00000019>	"TGN:21116"
<http://purl.obolibrary.org/obo/ENVO_00000019>	"Geonames:H.LKN"
<http://purl.obolibrary.org/obo/ENVO_00000019>	"FTT:221"
<http://purl.obolibrary.org/obo/ENVO_00000019>	"https://en.wikipedia.org/wiki/Saline_lake"
<http://purl.obolibrary.org/obo/ENVO_00000019>	"Geonames:H.LKSN"
<http://purl.obolibrary.org/obo/ENVO_00002030>	"LTER:41"
<http://purl.obolibrary.org/obo/ENVO_01001240>	"EcoLexicon:canopy"
<http://purl.obolibrary.org/obo/ENVO_01001240>	"https://en.wikipedia.org/wiki/Canopy"
<http://purl.obolibrary.org/obo/ENVO_01001240>	"LTER:82"
<http://purl.obolibrary.org/obo/ENVO_01001240>	"SWEETRealm:Canopy"
<http://purl.obolibrary.org/obo/ENVO_03000143>	<http://sweetontology.net/realm/Cryosphere>
<http://purl.obolibrary.org/obo/ENVO_01000256>	"LTER:341"
<http://purl.obolibrary.org/obo/ENVO_01000206>	"SPIRE:Temperate"
<http://purl.obolibrary.org/obo/ENVO_00000233>	"FTT:185"
<http://purl.obolibrary.org/obo/ENVO_00000233>	"Geonames:H.SWMP"
<http://purl.obolibrary.org/obo/ENVO_00000233>	"https://en.wikipedia.org/wiki/Swamp"
<http://purl.obolibrary.org/obo/ENVO_00000233>	"TGN:21324"
<http://purl.obolibrary.org/obo/ENVO_00000233>	"SPIRE:Swamp"
<http://purl.obolibrary.org/obo/ENVO_00000233>	"EcoLexicon:swamp"
<http://purl.obolibrary.org/obo/ENVO_00000233>	"SWEETRealm:Swamp"
<http://purl.obolibrary.org/obo/ENVO_00000233>	"FTT:1226"
<http://purl.obolibrary.org/obo/ENVO_00000233>	"FTT:480"
<http://purl.obolibrary.org/obo/CHEBI_33839>	"Wikipedia:Macromolecule"
<http://purl.obolibrary.org/obo/ENVO_01000888>	"NLCD:71"
<http://purl.obolibrary.org/obo/ENVO_01000752>	"NLCD:31"
<http://purl.obolibrary.org/obo/ENVO_01000016>	"SWEETRealm:Silt"
<http://purl.obolibrary.org/obo/ENVO_01000016>	"EcoLexicon:silt"
<http://purl.obolibrary.org/obo/ENVO_01000016>	"https://en.wikipedia.org/wiki/Silt"
<http://purl.obolibrary.org/obo/ENVO_01001206>	"EcoLexicon:grassland"
<http://purl.obolibrary.org/obo/ENVO_01001206>	"Geonames:V.GRSLD"
<http://purl.obolibrary.org/obo/ENVO_01001206>	"TGN:21604"
<http://purl.obolibrary.org/obo/ENVO_01001206>	"FTT:259"
<http://purl.obolibrary.org/obo/ENVO_01001206>	"LTER:232"
<http://purl.obolibrary.org/obo/ENVO_01001206>	"TGN:54052"
<http://purl.obolibrary.org/obo/ENVO_01001206>	"FTT:760"
<http://purl.obolibrary.org/obo/ENVO_01001206>	"FTT:766"
<http://purl.obolibrary.org/obo/ENVO_00000073>	"FTT:42"
<http://purl.obolibrary.org/obo/ENVO_00000073>	"LTER:76"
<http://purl.obolibrary.org/obo/ENVO_00000073>	"Geonames:S.BLDG"
<http://purl.obolibrary.org/obo/ENVO_00000073>	"https://en.wikipedia.org/wiki/Building"
<http://purl.obolibrary.org/obo/ENVO_00000073>	"TGN:51011"
<http://purl.obolibrary.org/obo/NCBITaxon_1>	"GC_ID:1"
<http://purl.obolibrary.org/obo/ENVO_00003968>	"https://en.wikipedia.org/wiki/Air_filter"
<http://purl.obolibrary.org/obo/GENO_0000902>	"VMC:Location"
<http://purl.obolibrary.org/obo/GO_0016301>	"Reactome:R-HSA-6788867"
<http://purl.obolibrary.org/obo/GO_0016301>	"Reactome:R-HSA-6788855"
<http://purl.obolibrary.org/obo/GENO_0000702>	"VMC:State"
<http://purl.obolibrary.org/obo/ExO_0000110>	"https://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=16.07d&code=C28421&ns=NCI_Thesaurus&type=properties&key=n1987444752&b=1&n=0&vse=null"
<http://purl.obolibrary.org/obo/ExO_0000103>	"https://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=16.07d&code=C121660&ns=NCI_Thesaurus&type=properties&key=n821927297&b=1&n=0&vse=null"
<http://purl.obolibrary.org/obo/RBO_00002025>	"http://purl.bioontology.org/ontology/CSP/2482-9501"
<http://purl.obolibrary.org/obo/RBO_00000123>	"GO:0008150"
<http://purl.obolibrary.org/obo/RBO_00015015>	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64355"
<http://purl.obolibrary.org/obo/RBO_00002024>	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28278"
<http://purl.obolibrary.org/obo/RBO_00000115>	"NCIT:C150121"
<http://purl.obolibrary.org/obo/RBO_00002048>	"http://purl.bioontology.org/ontology/CSP/0690-6917"
<http://purl.obolibrary.org/obo/RBO_00000117>	"NCIT:C18982"
<http://purl.obolibrary.org/obo/RBO_00005066>	"UO:0010065"
<http://purl.obolibrary.org/obo/RBO_00002117>	"obo:RBO_0002000"
<http://purl.obolibrary.org/obo/RBO_00002054>	"http://purl.bioontology.org/ontology/CSP/1448-3909"
<http://purl.obolibrary.org/obo/RBO_00000112>	"NCIT:C17052"
<http://purl.obolibrary.org/obo/RBO_00000122>	"MESH:D009688"
<http://purl.obolibrary.org/obo/RBO_00000121>	"NCIT:C94854"
<http://purl.obolibrary.org/obo/RBO_00002039>	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16160"
<http://purl.obolibrary.org/obo/RBO_00015005>	"http://purl.obolibrary.org/obo/REX_0000007"
<http://purl.obolibrary.org/obo/GO_0051716>	"Reactome:R-HSA-8953897"
<http://purl.obolibrary.org/obo/RBO_00002041>	"http://purl.obolibrary.org/obo/NCIT_C129000"
<http://purl.obolibrary.org/obo/RBO_00015004>	"http://purl.obolibrary.org/obo/REX_0000017"
<http://purl.obolibrary.org/obo/RBO_00000124>	"GO:0009987"
<http://purl.obolibrary.org/obo/RBO_00002017>	"http://purl.bioontology.org/ontology/CSP/4006-0105"
<http://purl.obolibrary.org/obo/RBO_00000116>	"NCIT:C17052"
<http://purl.obolibrary.org/obo/RBO_00002015>	"http://purl.biolontology.org/ontology/CSP/1580-0981"
<http://purl.obolibrary.org/obo/RBO_00000120>	"NCIT:C44386"
<http://purl.obolibrary.org/obo/RBO_00002058>	"http://purl.bioontology.org/ontology/CSP/5000-0002"
<http://purl.obolibrary.org/obo/RBO_00000119>	"NCIT:C19662"
<http://purl.obolibrary.org/obo/RBO_00000058>	"obo:RBO_00000060"
<http://purl.obolibrary.org/obo/RBO_00000113>	"NCIT:C17052"
<http://purl.obolibrary.org/obo/RBO_00000118>	"NCIT:C19015"
<http://purl.obolibrary.org/obo/RBO_00002040>	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C142646"
<http://purl.obolibrary.org/obo/CHEBI_25805>	"KEGG:C00007"
<http://purl.obolibrary.org/obo/CHEBI_25805>	"WebElements:O"
<http://purl.obolibrary.org/obo/CHEBI_46629>	"PDBeChem:O"
<http://purl.obolibrary.org/obo/CHEBI_33575>	"PMID:18433345"
<http://purl.obolibrary.org/obo/CHEBI_33575>	"Wikipedia:Carboxylic_acid"
<http://purl.obolibrary.org/obo/CHEBI_33575>	"PMID:17147560"
<http://purl.obolibrary.org/obo/CHEBI_76759>	"Wikipedia:Hydrolase"
<http://purl.obolibrary.org/obo/CHEBI_24636>	"CAS:12408-02-5"
<http://purl.obolibrary.org/obo/CHEBI_24636>	"KEGG:C00080"
<http://purl.obolibrary.org/obo/CHEBI_33314>	"WebElements:Rn"
<http://purl.obolibrary.org/obo/CHEBI_33314>	"Gmelin:16242"
<http://purl.obolibrary.org/obo/CHEBI_33314>	"CAS:10043-92-2"
<http://purl.obolibrary.org/obo/CHEBI_16670>	"KEGG:C00012"
<http://purl.obolibrary.org/obo/CHEBI_37527>	"KEGG:C00174"
<http://purl.obolibrary.org/obo/CHEBI_15378>	"KEGG:C00080"
<http://purl.obolibrary.org/obo/CHEBI_13941>	"CAS:302-11-4"
<http://purl.obolibrary.org/obo/CHEBI_13941>	"Beilstein:3903503"
<http://purl.obolibrary.org/obo/CHEBI_13941>	"Gmelin:239604"
<http://purl.obolibrary.org/obo/CHEBI_33709>	"Wikipedia:Amino_acid"
<http://purl.obolibrary.org/obo/CHEBI_78608>	"MetaCyc:Alpha-Amino-Acids"
<http://purl.obolibrary.org/obo/CHEBI_16541>	"KEGG:C00017"
<http://purl.obolibrary.org/obo/CHEBI_49637>	"WebElements:H"
<http://purl.obolibrary.org/obo/CHEBI_77941>	"Wikipedia:Amidase"
<http://purl.obolibrary.org/obo/CHEBI_33704>	"KEGG:C00045"
<http://purl.obolibrary.org/obo/CHEBI_33704>	"KEGG:C05167"
<http://purl.obolibrary.org/obo/CHEBI_36916>	"KEGG:C01373"
<http://purl.obolibrary.org/obo/CHEBI_25555>	"WebElements:N"
<http://purl.obolibrary.org/obo/CHEBI_15841>	"KEGG:C00403"
<http://purl.obolibrary.org/obo/CHEBI_30412>	"KEGG:C00572"
<http://purl.obolibrary.org/obo/CHEBI_27594>	"WebElements:C"
<http://purl.obolibrary.org/obo/CHEBI_27594>	"KEGG:C06265"
<http://purl.obolibrary.org/obo/CHEBI_27594>	"CAS:7440-44-0"
<http://purl.obolibrary.org/obo/CHEBI_23357>	"Wikipedia:Cofactor_(biochemistry)"
<http://purl.obolibrary.org/obo/CHEBI_23004>	"PMID:24168430"
<http://purl.obolibrary.org/obo/CHEBI_22695>	"KEGG:C00701"
<http://purl.obolibrary.org/obo/CHEBI_78433>	"Wikipedia:Refrigerant"
<http://purl.obolibrary.org/obo/CHEBI_28616>	"Wikipedia:Carbamic_acid"
<http://purl.obolibrary.org/obo/CHEBI_28616>	"DrugBank:DB04261"
<http://purl.obolibrary.org/obo/CHEBI_28616>	"Beilstein:1734754"
<http://purl.obolibrary.org/obo/CHEBI_28616>	"PDBeChem:OUT"
<http://purl.obolibrary.org/obo/CHEBI_28616>	"KEGG:C01563"
<http://purl.obolibrary.org/obo/CHEBI_28616>	"Gmelin:130345"
<http://purl.obolibrary.org/obo/CHEBI_28616>	"CAS:463-77-4"
<http://purl.obolibrary.org/obo/CHEBI_43176>	"PDBeChem:OH"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PMID:11341317"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"KEGG:C01342"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PDBeChem:NH4"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PMID:12096804"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"Wikipedia:Ammonium"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"MolBase:929"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PMID:11319011"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"MetaCyc:AMMONIUM"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PMID:22631217"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PMID:19199063"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PMID:18515490"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PMID:19596600"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PMID:17392693"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PMID:22524020"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PMID:16903292"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PMID:22562341"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PMID:21993530"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PMID:16345391"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"Gmelin:84"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"CAS:14798-03-9"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PMID:19716251"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PMID:14879753"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"Reaxys:16093784"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PMID:22265469"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PMID:14512268"
<http://purl.obolibrary.org/obo/CHEBI_28938>	"PMID:19682559"
<http://purl.obolibrary.org/obo/CHEBI_33303>	"PMID:17084588"
<http://purl.obolibrary.org/obo/CHEBI_46883>	"PDBeChem:FMT"
<http://purl.obolibrary.org/obo/CHEBI_15339>	"KEGG:C16722"
<http://purl.obolibrary.org/obo/CHEBI_15339>	"KEGG:C00028"
<http://purl.obolibrary.org/obo/CHEBI_32988>	"KEGG:C00241"
<http://purl.obolibrary.org/obo/CHEBI_30216>	"Gmelin:53474"
<http://purl.obolibrary.org/obo/CHEBI_30217>	"Gmelin:16294"
<http://purl.obolibrary.org/obo/CHEBI_30217>	"CAS:7440-59-7"
<http://purl.obolibrary.org/obo/CHEBI_30217>	"Drug_Central:4262"
<http://purl.obolibrary.org/obo/CHEBI_30217>	"WebElements:He"
<http://purl.obolibrary.org/obo/CHEBI_50910>	"Wikipedia:Neurotoxin"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:11746427"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"CAS:7664-41-7"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"HMDB:HMDB0000051"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:16842901"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"MolBase:930"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22342082"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:17025297"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"Gmelin:79"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:15969015"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:16008360"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:15554424"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:16050680"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"KNApSAcK:C00007267"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22385337"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"KEGG:D02916"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:15092448"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:110589"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:17737668"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22002069"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:16664306"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:15094021"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:14663195"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22290316"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"MetaCyc:AMMONIA"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22240068"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:17439666"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:18670398"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"Drug_Central:4625"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PDBeChem:NH3"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:16614889"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22081570"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22100291"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"Reaxys:3587154"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:13753780"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:11139349"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:16349403"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"Wikipedia:Ammonia"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22150211"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22088435"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:16348008"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:11540049"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22560242"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"KEGG:C00014"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:17569513"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:11783653"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22130175"
<http://purl.obolibrary.org/obo/CHEBI_16134>	"PMID:22443779"
<http://purl.obolibrary.org/obo/CHEBI_10545>	"Wikipedia:Electron"
<http://purl.obolibrary.org/obo/CHEBI_10545>	"KEGG:C05359"
<http://purl.obolibrary.org/obo/CHEBI_10545>	"PMID:21614077"
<http://purl.obolibrary.org/obo/TAXRANK_0000029>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Subkingdom"
<http://purl.obolibrary.org/obo/TAXRANK_0000029>	"NCBITaxon:subkingdom"
<http://purl.obolibrary.org/obo/TAXRANK_0000022>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Superkingdom"
<http://purl.obolibrary.org/obo/TAXRANK_0000022>	"NCBITaxon:superkingdom"
<http://purl.obolibrary.org/obo/TAXRANK_0000005>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Genus"
<http://purl.obolibrary.org/obo/TAXRANK_0000005>	"NCBITaxon:genus"
<http://purl.obolibrary.org/obo/TAXRANK_0000052>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Sub-Sub-Variety"
<http://purl.obolibrary.org/obo/TAXRANK_0000041>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Infrafamily"
<http://purl.obolibrary.org/obo/TAXRANK_0001009>	"NCBITaxon:morph"
<http://purl.obolibrary.org/obo/TAXRANK_0000046>	"http://rs.tdwg.org/ontology/voc/TaxonRank#InfraspecificTaxon"
<http://purl.obolibrary.org/obo/TAXRANK_0000020>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Superorder"
<http://purl.obolibrary.org/obo/TAXRANK_0000020>	"NCBITaxon:superorder"
<http://purl.obolibrary.org/obo/TAXRANK_0000036>	"http://rs.tdwg.org/ontology/voc/TaxonRank#DenominationClass"
<http://purl.obolibrary.org/obo/TAXRANK_0000006>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Species"
<http://purl.obolibrary.org/obo/TAXRANK_0000006>	"NCBITaxon:species"
<http://purl.obolibrary.org/obo/TAXRANK_0000015>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Superclass"
<http://purl.obolibrary.org/obo/TAXRANK_0000015>	"NCBITaxon:superclass"
<http://purl.obolibrary.org/obo/TAXRANK_0000019>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Infraclass"
<http://purl.obolibrary.org/obo/TAXRANK_0000019>	"NCBITaxon:infraclass"
<http://purl.obolibrary.org/obo/TAXRANK_0001004>	"NCBITaxon:clade"
<http://purl.obolibrary.org/obo/TAXRANK_0001011>	"NCBITaxon:pathogroup"
<http://purl.obolibrary.org/obo/TAXRANK_0000004>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Family"
<http://purl.obolibrary.org/obo/TAXRANK_0000004>	"NCBITaxon:family"
<http://purl.obolibrary.org/obo/TAXRANK_0000051>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Sub-Variety"
<http://purl.obolibrary.org/obo/TAXRANK_0000027>	"http://rs.tdwg.org/ontology/voc/TaxonRank#Superphylum"
